Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent
KR,30.0,30,KR-30,,Yau,,
KR,31.0,31,KR-31,남,Nam,,
KR,31.0,31,KR-31,,Nan,,
KR,31.0,31,KR-31,,Nham,,
KR,32.0,32,KR-32,심,Sim,,
KR,32.0,32,KR-32,南,Shim,,
KR,32.0,32,KR-32,沈,Shen,,
KR,33.0,33,KR-33,로,No,,
KR,33.0,33,KR-33,노,Noh,,
KR,33.0,33,KR-33,盧,Roh,,
KR,34.0,34,KR-34,정,Jeong,,
KR,34.0,34,KR-34,丁,Jung,,
KR,35.0,35,KR-35,하,Ha,,
KR,35.0,35,KR-35,河,Hah,,
KR,36.0,36,KR-36,곽,Gwak,,
KR,36.0,36,KR-36,郭,Kwak,,
KR,36.0,36,KR-36,,Koak,,
KR,37.0,37,KR-37,성,Seong,,
KR,37.0,37,KR-37,成,Sung,,
KR,37.0,37,KR-37,,Shong,,
KR,37.0,37,KR-37,,Shung,,
KR,38.0,38,KR-38,차,Cha,,
KR,38.0,38,KR-38,車,,,
KR,39.0,39,KR-39,주,Ju,,
KR,39.0,39,KR-39,朱,Joo,,
KR,39.0,39,KR-39,,Chu,,
KR,39.0,39,KR-39,,Zhu,,
KR,39.0,39,KR-39,,Zuu,,
KR,39.0,39,KR-39,,Juu,,
KR,39.0,39,KR-39,,Choo,,
KR,40.0,40,KR-40,우,Woo,,
KR,40.0,40,KR-40,禹,U,,
KR,41.0,41,KR-41,구,Gu,,
KR,41.0,41,KR-41,具,Koo,,
KR,41.0,41,KR-41,,Goo,,
KR,42.0,42,KR-42,신,Sin,,
KR,42.0,42,KR-42,辛,Shin,,
KR,43.0,43,KR-43,임,Im,,
KR,43.0,43,KR-43,任,Yim,,
KR,44.0,44,KR-44,라,Na,,
KR,44.0,44,KR-44,나,Ra,,
KR,44.0,44,KR-44,羅,La,,
KR,45.0,45,KR-45,전,Jeon,,
KR,45.0,45,KR-45,田,Jun,,
KR,46.0,46,KR-46,민,Min,,
KR,46.0,46,KR-46,閔,,,
KR,47.0,47,KR-47,유,Yu,,
KR,47.0,47,KR-47,兪,Yoo,,
KR,48.0,48,KR-48,진,Jin,,
KR,48.0,48,KR-48,陳,Jean,,
KR,48.0,48,KR-48,,Chen,,
KR,48.0,48,KR-48,,Jen,,
KR,49.0,49,KR-49,지,Ji,,
KR,49.0,49,KR-49,池,Jee,,
KR,50.0,50,KR-50,엄,Eom,,
KR,50.0,50,KR-50,嚴,Uhm,,
KR,50.0,50,KR-50,,Um,,
NP,1.0,1,NP-1,चौधरी,Chaudhary,,
NP,1.0,1,NP-1,,Chowdhury,,
NP,2.0,2,NP-2,तामाङ,Tamang,,
NP,3.0,3,NP-3,गुरुङ,Gurung,,
NP,4.0,4,NP-4,थापा,Thapa,,
NP,5.0,5,NP-5,राणा,Rana,,
NP,6.0,6,NP-6,यादव,Yadav,,
NP,7.0,7,NP-7,मगर,Magar,,
NP,8.0,8,NP-8,राई,Rai,,
NP,9.0,9,NP-9,श्रेष्ठ,Shrestha,,
NP,10.0,10,NP-10,लामा,Lama,,
NP,11.0,11,NP-11,क्षेत्री,Chhetri,,
NP,11.0,11,NP-11,चेट्री,Chetry,,
NP,12.0,12,NP-12,शाह,Shah,,
NP,12.0,12,NP-12,साह,Sah ,,
NP,13.0,13,NP-13,शर्मा,Sharma,,
NP,14.0,14,NP-14,सिंह,Singh,,
NP,15.0,15,NP-15,विश्वकर्मा,Bishwakarma,,
NP,16.0,16,NP-16,महर्जन,Maharjan,,
NP,17.0,17,NP-17,नेपाली,Nepali ,,
NP,18.0,18,NP-18,परियार,Pariyar,,
NP,19.0,19,NP-19,पोखरेल,Pokharel,,
NP,19.0,19,NP-19,,Pokhrel ,,
NP,20.0,20,NP-20,थारु,Tharu,,
PH,1.0,1,PH-1,,dela Cruz,625640.0,
PH,2.0,2,PH-2,,Garcia,441075.0,
PH,3.0,3,PH-3,,Reyes,412750.0,
PH,4.0,4,PH-4,,Ramos,375999.0,
PH,5.0,5,PH-5,,Mendoza,372042.0,
PH,6.0,6,PH-6,,Santos,342746.0,
PH,7.0,7,PH-7,,Flores,312187.0,
PH,8.0,8,PH-8,,Gonzales,293787.0,
PH,9.0,9,PH-9,,Bautista,287625.0,
PH,10.0,10,PH-10,,Villanueva,277730.0,
PH,11.0,11,PH-11,,Fernandez,269820.0,
PH,12.0,12,PH-12,,Cruz,262822.0,
PH,13.0,13,PH-13,,de Guzman,249319.0,
PH,14.0,14,PH-14,,Lopez,230958.0,
PH,15.0,15,PH-15,,Perez,220113.0,
PH,16.0,16,PH-16,,Castillo,211405.0,
PH,17.0,17,PH-17,,Francisco,207840.0,
PH,18.0,18,PH-18,,Rivera,184543.0,
PH,19.0,19,PH-19,,Aquino,183088.0,
PH,20.0,20,PH-20,,Castro,173686.0,
PH,21.0,21,PH-21,,Sanchez,162886.0,
PH,22.0,22,PH-22,,Torres,162353.0,
PH,23.0,23,PH-23,,de Leon,156637.0,
PH,24.0,24,PH-24,,Domingo,147652.0,
PH,25.0,25,PH-25,,Martinez,143359.0,
PH,26.0,26,PH-26,,Rodriguez,143072.0,
PH,27.0,27,PH-27,,Santiago,140475.0,
PH,28.0,28,PH-28,,Soriano,140203.0,
PH,29.0,29,PH-29,,delos Santos,139229.0,
PH,30.0,30,PH-30,,Diaz,136449.0,
PH,31.0,31,PH-31,,Hernandez,135744.0,
PH,32.0,32,PH-32,,Tolentino,133010.0,
PH,33.0,33,PH-33,,Valdez,132416.0,
PH,34.0,34,PH-34,,Ramirez,131829.0,
PH,35.0,35,PH-35,,Morales,129957.0,
PH,36.0,36,PH-36,,Mercado,125314.0,
PH,37.0,37,PH-37,,Tan,123290.0,
PH,38.0,38,PH-38,,Aguilar,121635.0,
PH,39.0,39,PH-39,,Navarro,113992.0,
PH,40.0,40,PH-40,,Manalo,111336.0,
PH,41.0,41,PH-41,,Gomez,108844.0,
PH,42.0,42,PH-42,,Dizon,106507.0,
PH,43.0,43,PH-43,,del Rosario,105210.0,
PH,44.0,44,PH-44,,Javier,104515.0,
PH,45.0,45,PH-45,,Corpuz,104026.0,
PH,46.0,46,PH-46,,Gutierrez,103352.0,
PH,47.0,47,PH-47,,Salvador,103117.0,
PH,48.0,48,PH-48,,Velasco,101375.0,
PH,49.0,49,PH-49,,Miranda,101258.0,
PH,50.0,50,PH-50,,David,100641.0,
RU,1.0,1,RU-1,Смирно́в,Smirnov,2308740.0,0.0161
RU,2.0,2,RU-2,Ивано́в,Ivanov,1864200.0,0.013
RU,3.0,3,RU-3,Кузнецо́в,Kuznetsov,1290600.0,0.009
RU,4.0,4,RU-4,Попо́в,Popov,1132860.0,0.0079
RU,5.0,5,RU-5,Соколо́в,Sokolov,1046820.0,0.0073
RU,6.0,6,RU-6,Ле́бедев,Lebedev,932100.0,0.0065
RU,7.0,7,RU-7,Козло́в,Kozlov,831720.0,0.0058
RU,8.0,8,RU-8,Но́виков,Novikov,774360.0,0.0054
RU,9.0,9,RU-9,Моро́зов,Morozov,760020.0,0.0053
RU,10.0,10,RU-10,Петро́в,Petrov,630960.0,0.0044
RU,11.0,11,RU-11,Во́лков,Volkov,630960.0,0.0044
RU,12.0,12,RU-12,Соловьёв,Solovyov,630960.0,0.0044
RU,13.0,13,RU-13,Васи́льев,Vasilyev,602280.0,0.0042
RU,14.0,14,RU-14,За́йцев,Zaytsev,587940.0,0.0041
RU,15.0,15,RU-15,Па́влов,Pavlov,559260.0,0.0039
RU,16.0,16,RU-16,Семёнов,Semyonov,501900.0,0.0035
RU,17.0,17,RU-17,Го́лубев,Golubev,458880.0,0.0032
RU,18.0,18,RU-18,Виногра́дов,Vinogradov,458880.0,0.0032
RU,19.0,19,RU-19,Богда́нов,Bogdanov,444540.0,0.0031
RU,20.0,20,RU-20,Воробьёв,Vorobyov,430200.0,0.003
LK,1.0,1,LK-1,Perera,Perera,862080.0,
LK,2.0,2,LK-2,Fernando,Fernando,520965.0,
LK,3.0,3,LK-3,de Silva,de Silva,299772.0,
LK,4.0,4,LK-4,Bandara,Bandara,227388.0,
LK,5.0,5,LK-5,Kumara,Kumara,201695.0,
LK,6.0,6,LK-6,Dissanayake,Dissanayake,172612.0,
LK,7.0,7,LK-7,Mohamed,Mohamed,154874.0,
LK,8.0,8,LK-8,Gamage,Gamage,149527.0,
LK,9.0,9,LK-9,Liyanage,Liyanage,143854.0,
LK,10.0,10,LK-10,Jayasinghe,Jayasinghe,142224.0,
LK,11.0,11,LK-11,Ranasinghe,Ranasinghe,139680.0,
LK,12.0,12,LK-12,Herath,Herath,123182.0,
LK,13.0,13,LK-13,Weerasinghe,Weerasinghe,122008.0,
LK,14.0,14,LK-14,Peiris,Peiris,115944.0,
LK,15.0,15,LK-15,Rathnayake,Rathnayake,102902.0,
LK,16.0,16,LK-16,Wickramasinghe,Wickramasinghe,96968.0,
LK,17.0,17,LK-17,Wijesinghe,Wijesinghe,94816.0,
LK,18.0,18,LK-18,Hettiarachchi,Hettiarachchi,87512.0,
LK,19.0,19,LK-19,Nanayakkara,Nanayakkara,78057.0,
LK,20.0,20,LK-20,Ahamed,Ahamed,74601.0,
LK,21.0,21,LK-21,Rajapaksha,Rajapaksha,71144.0,
LK,22.0,22,LK-22,Mendis,Mendis,70623.0,
LK,23.0,23,LK-23,Pathirana,Pathirana,70297.0,
LK,24.0,24,LK-24,Ekanayake,Ekanayake,69840.0,
LK,25.0,25,LK-25,Gunasekara,Gunasekara,69384.0,
LK,26.0,26,LK-26,Dias,Dias,67623.0,
LK,27.0,27,LK-27,Sampath,Sampath,67232.0,
LK,28.0,28,LK-28,Amarasinghe,Amarasinghe,64949.0,
LK,29.0,29,LK-29,Ratnayake,Ratnayake,59863.0,
LK,30.0,30,LK-30,Chathuranga,Chathuranga,58754.0,
LK,31.0,31,LK-31,Senanayake,Senanayake,55037.0,
LK,32.0,32,LK-32,Samarasinghe,Samarasinghe,54320.0,
LK,33.0,33,LK-33,Lakmal,Lakmal,53733.0,
LK,34.0,34,LK-34,Munasinghe,Munasinghe,52755.0,
LK,35.0,35,LK-35,Rodrigo,Rodrigo,51777.0,
LK,36.0,36,LK-36,Seneviratne,Seneviratne,51581.0,
LK,37.0,37,LK-37,Rathnayaka,Rathnayaka,49886.0,
LK,38.0,38,LK-38,Edirisinghe,Edirisinghe,48516.0,
LK,39.0,39,LK-39,Jayawardena,Jayawardena,48386.0,
LK,40.0,40,LK-40,Fonseka,Fonseka,47995.0,
LK,41.0,41,LK-41,Sanjeewa,Sanjeewa,47147.0,
LK,42.0,42,LK-42,Gunawardana,Gunawardana,46625.0,
LK,43.0,43,LK-43,Gunawardena,Gunawardena,45386.0,
LK,44.0,44,LK-44,Karunaratne,Karunaratne,44930.0,
LK,45.0,45,LK-45,Jayaweera,Jayaweera,43495.0,
LK,46.0,46,LK-46,Jayasekara,Jayasekara,43365.0,
LK,47.0,47,LK-47,Ranaweera,Ranaweera,42387.0,
LK,48.0,48,LK-48,Jayawardana,Jayawardana,40822.0,
LK,49.0,49,LK-49,Jayasuriya,Jayasuriya,40561.0,
LK,50.0,50,LK-50,Madusanka,Madusanka,40300.0,
TR,1.0,1,TR-1,Yılmaz,Yılmaz,,
TR,2.0,2,TR-2,Kaya,Kaya,,
TR,3.0,3,TR-3,Demir,Demir,,
TR,4.0,4,TR-4,Şahin,Şahin,,
TR,5.0,5,TR-5,Çelik,Çelik,,
TR,6.0,6,TR-6,Yıldız,Yıldız,,
TR,7.0,7,TR-7,Yıldırım,Yıldırım,,
TR,8.0,8,TR-8,Öztürk,Öztürk,,
TR,9.0,9,TR-9,Aydın,Aydın,,
TR,10.0,10,TR-10,Özdemir,Özdemir,,
TR,11.0,11,TR-11,Arslan,Arslan,,
TR,12.0,12,TR-12,Doğan,Doğan,,
TR,13.0,13,TR-13,Kılıç,Kılıç,,
TR,14.0,14,TR-14,Aslan,Aslan,,
TR,15.0,15,TR-15,Çetin,Çetin,,
TR,16.0,16,TR-16,Kara,Kara,,
TR,17.0,17,TR-17,Koç,Koç,,
TR,18.0,18,TR-18,Kurt,Kurt,,
TR,19.0,19,TR-19,Özkan,Özkan,,
TR,20.0,20,TR-20,Şimşek,Şimşek,,
VN,1.0,1,VN-1,阮,Nguyễn,37038600.0,0.38
VN,2.0,2,VN-2,陳,Trần,10721700.0,0.11
VN,3.0,3,VN-3,黎,Lê,9259650.0,0.095
VN,4.0,4,VN-4,范,Phạm,6920370.0,0.071
VN,5.0,5,VN-5,黃,Huỳnh/Hoàng,4970970.0,0.051
VN,6.0,6,VN-6,潘,Phan,4386150.0,0.045
VN,7.0,7,VN-7,武,Vũ/Võ,3801330.0,0.039
VN,8.0,8,VN-8,鄧,Đặng,2046870.0,0.021
VN,9.0,9,VN-9,裴,Bùi,1949400.0,0.02
VN,10.0,10,VN-10,杜,Đỗ,1364580.0,0.014
VN,11.0,11,VN-11,胡,Hồ,1267110.0,0.013
VN,12.0,12,VN-12,吳,Ngô,1267110.0,0.013
VN,13.0,13,VN-13,楊,Dương,974700.0,0.01
VN,14.0,14,VN-14,李,Lý,487350.0,0.005
VN,15.0,15,VN-15,費,Phí,,
VN,16.0,16,VN-16,陶,Đào,,
VN,17.0,17,VN-17,段,Đoàn,,
VN,18.0,18,VN-18,王,Vương,,
VN,19.0,19,VN-19,鄭,Trịnh,,
VN,20.0,20,VN-20,張,Trương,,
VN,21.0,21,VN-21,林,Lâm,,
VN,22.0,22,VN-22,馮,Phùng,,
VN,23.0,23,VN-23,梅,Mai,,
VN,24.0,24,VN-24,蘇,Tô,,
VN,25.0,25,VN-25,何,Hà,,
VN,26.0,26,VN-26,謝,Tạ,,
VN,27.0,27,VN-27,申,Thân,,
VN,28.0,28,VN-28,卓,Trác,,
VN,29.0,29,VN-29,宋,Tống,,
VN,30.0,30,VN-30,華,Hoa,,
VN,31.0,31,VN-31,曲,Khúc,,
VN,32.0,32,VN-32,徐,Từ,,
VN,33.0,33,VN-33,常,Thường,,
VN,34.0,34,VN-34,蕭,Tiêu,,
VN,35.0,35,VN-35,午,Ngọ,,
VN,36.0,36,VN-36,金,Kim,,
VN,37.0,37,VN-37,郭,Quách,,
VN,38.0,38,VN-38,譚,Đàm,,
VN,39.0,39,VN-39,趙,Triệu,,
VN,40.0,40,VN-40,莫,Mạc,,
VN,41.0,41,VN-41,蔡,Thái,,
VN,42.0,42,VN-42,劉,Lưu,,
VN,43.0,43,VN-43,石,Thạch,,
VN,44.0,44,VN-44,梁,Lương,,
TW,1.0,1,TW-1,陳,Chén,2625698.0,0.1114
TW,1.0,1,TW-1,陈,Ch'en,2625698.0,0.1114
TW,1.0,1,TW-1,,Can,2625698.0,0.1114
TW,1.0,1,TW-1,,Chan,2625698.0,0.1114
TW,1.0,1,TW-1,,Chun,2625698.0,0.1114
TW,1.0,1,TW-1,,Tân,2625698.0,0.1114
TW,1.0,1,TW-1,,Ting,2625698.0,0.1114
TW,2.0,2,TW-2,林,Lín,1958667.0,0.0831
TW,2.0,2,TW-2,,Lin,1958667.0,0.0831
TW,2.0,2,TW-2,,Lam,1958667.0,0.0831
TW,2.0,2,TW-2,,Lum,1958667.0,0.0831
TW,2.0,2,TW-2,,Lîm,1958667.0,0.0831
TW,2.0,2,TW-2,,Lim,1958667.0,0.0831
TW,2.0,2,TW-2,,Liem,1958667.0,0.0831
TW,3.0,3,TW-3,黃,Huáng,1425985.0,0.0605
TW,3.0,3,TW-3,黄,Huang,1425985.0,0.0605
TW,3.0,3,TW-3,,Wong,1425985.0,0.0605
TW,3.0,3,TW-3,,Wang,1425985.0,0.0605
TW,3.0,3,TW-3,,Vang,1425985.0,0.0605
TW,3.0,3,TW-3,,Ng,1425985.0,0.0605
TW,3.0,3,TW-3,,Eng,1425985.0,0.0605
TW,3.0,3,TW-3,,Ung,1425985.0,0.0605
TW,4.0,4,TW-4,張,Zhāng,1242139.0,0.0527
TW,4.0,4,TW-4,张,Chang,1242139.0,0.0527
TW,4.0,4,TW-4,,Zoeng,1242139.0,0.0527
TW,4.0,4,TW-4,,Cheung,1242139.0,0.0527
TW,4.0,4,TW-4,,Chong,1242139.0,0.0527
TW,4.0,4,TW-4,,Cheong,1242139.0,0.0527
TW,4.0,4,TW-4,,Tiu,1242139.0,0.0527
TW,4.0,4,TW-4,,Teo,1242139.0,0.0527
TW,4.0,4,TW-4,,Teoh,1242139.0,0.0527
TW,4.0,4,TW-4,,Tiong,1242139.0,0.0527
TW,5.0,5,TW-5,李,Lǐ,1209141.0,0.0513
TW,5.0,5,TW-5,,Li,1209141.0,0.0513
TW,5.0,5,TW-5,,Lei,1209141.0,0.0513
TW,5.0,5,TW-5,,Lee,1209141.0,0.0513
TW,5.0,5,TW-5,,Li,1209141.0,0.0513
TW,5.0,5,TW-5,,Le,1209141.0,0.0513
TW,5.0,5,TW-5,,Lei,1209141.0,0.0513
TW,5.0,5,TW-5,,Lí,1209141.0,0.0513
TW,5.0,5,TW-5,,Lee,1209141.0,0.0513
TW,6.0,6,TW-6,王,Wáng,968727.0,0.0411
TW,6.0,6,TW-6,,Wang,968727.0,0.0411
TW,6.0,6,TW-6,,Vong,968727.0,0.0411
TW,6.0,6,TW-6,,Ông,968727.0,0.0411
TW,6.0,6,TW-6,,Heng,968727.0,0.0411
TW,7.0,7,TW-7,吳,Wú,952228.0,0.0404
TW,7.0,7,TW-7,吴,Wu,952228.0,0.0404
TW,7.0,7,TW-7,,Gô͘,952228.0,0.0404
TW,7.0,7,TW-7,,Ngô͘,952228.0,0.0404
TW,7.0,7,TW-7,,Goh,952228.0,0.0404
TW,7.0,7,TW-7,,Gouw,952228.0,0.0404
TW,7.0,7,TW-7,,Woo,952228.0,0.0404
TW,8.0,8,TW-8,劉,Liú,744812.0,0.0316
TW,8.0,8,TW-8,刘,Liu,744812.0,0.0316
TW,8.0,8,TW-8,,Lau,744812.0,0.0316
TW,8.0,8,TW-8,,Lao,744812.0,0.0316
TW,8.0,8,TW-8,,Lou,744812.0,0.0316
TW,8.0,8,TW-8,,Lâu,744812.0,0.0316
TW,8.0,8,TW-8,,Low,744812.0,0.0316
TW,9.0,9,TW-9,蔡,Cài,685887.0,0.0291
TW,9.0,9,TW-9,,Ts'ai,685887.0,0.0291
TW,9.0,9,TW-9,,Coi,685887.0,0.0291
TW,9.0,9,TW-9,,Choi,685887.0,0.0291
TW,9.0,9,TW-9,,Choy,685887.0,0.0291
TW,9.0,9,TW-9,,Tsoi,685887.0,0.0291
TW,9.0,9,TW-9,,Toy,685887.0,0.0291
TW,9.0,9,TW-9,,Chhoà,685887.0,0.0291
TW,9.0,9,TW-9,,Chua,685887.0,0.0291
TW,9.0,9,TW-9,,Choa,685887.0,0.0291
TW,9.0,9,TW-9,,Tsay,685887.0,0.0291
TW,9.0,9,TW-9,,Chai,685887.0,0.0291
TW,10.0,10,TW-10,楊,Yáng,626962.0,0.0266
TW,10.0,10,TW-10,杨,Yang,626962.0,0.0266
TW,10.0,10,TW-10,,Joeng,626962.0,0.0266
TW,10.0,10,TW-10,,Yeung,626962.0,0.0266
TW,10.0,10,TW-10,,Yeong,626962.0,0.0266
TW,10.0,10,TW-10,,Ieong,626962.0,0.0266
TW,10.0,10,TW-10,,Iû,626962.0,0.0266
TW,10.0,10,TW-10,,Eaw,626962.0,0.0266
TW,10.0,10,TW-10,,Young,626962.0,0.0266
AL,,1,AL-1,Hoxha,Hoxha,,
AL,,2,AL-2,Prifti,Prifti,,
AL,,3,AL-3,Shehu,Shehu,,
AL,,4,AL-4,Dervishi,Dervishi,,
AL,,5,AL-5,Bektashi,Bektashi,,
AL,,6,AL-6,Begu,Begu,,
AL,,7,AL-7,Gjoni,Gjoni,,
AL,,8,AL-8,Leka,Leka,,
AL,,9,AL-9,Gjoni,Gjoni,,
AL,,10,AL-10,Murati,Murati,,
AL,,11,AL-11,Mehmeti,Mehmeti,,
AL,,12,AL-12,Hysi,Hysi,,
AL,,13,AL-13,Gjika,Gjika,,
AL,,14,AL-14,Marku,Marku,,
AL,,15,AL-15,Kola,Kola,,
AL,,15,AL-15,Kolla,Kolla,,
AL,,15,AL-15,Nikolla,Nikolla,,
AL,,16,AL-16,Hasani,Hasani,,
AL,,17,AL-17,Kristi,Kristi,,
AL,,17,AL-17,Kristo,Kristo,,
AL,,18,AL-18,Luka,Luka,,
AL,,19,AL-19,Brahimi,Brahimi,,
AL,,20,AL-20,Sinani,Sinani,,
AL,,21,AL-21,Thanasi,Thanasi,,
AL,,22,AL-22,Halili,Halili,,
AL,,23,AL-23,Abazi,Abazi,,
AL,,24,AL-24,Dibra,Dibra,,
AL,,25,AL-25,Laçi,Laçi,,
AL,,26,AL-26,Shkodra,Shkodra,,
AL,,27,AL-27,Prishtina,Prishtina,,
AL,,28,AL-28,Delvina,Delvina,,
AL,,29,AL-29,Koroveshi,Koroveshi,,
AL,,30,AL-30,Përmeti,Përmeti,,
AL,,31,AL-31,Frashëri,Frashëri,,
AL,,32,AL-32,Gega,Gega,,
AL,,32,AL-32,Gegaj,Gegaj,,
AL,,33,AL-33,Toska,Toska,,
AL,,33,AL-33,Toskaj,Toskaj,,
AL,,34,AL-34,Çami,Çami,,
AL,,35,AL-35,Kelmendi,Kelmendi,,
AL,,36,AL-36,Shkreli,Shkreli,,
AL,,37,AL-37,Berisha,Berisha,,
AL,,38,AL-38,Krasniqi,Krasniqi,,
AL,,39,AL-39,Gashi,Gashi,,
AL,,40,AL-40,Kuqi,Kuqi,,
AL,,41,AL-41,Bardhi,Bardhi,,
AT,1.0,1,AT-1,Gruber,Gruber,35743.0,0.004
AT,2.0,2,AT-2,Huber,Huber,34686.0,0.0039
AT,3.0,3,AT-3,Bauer,Bauer,30208.0,0.0034
AT,4.0,4,AT-4,Wagner,Wagner,27763.0,0.0031
AT,5.0,5,AT-5,Müller,Müller,26975.0,0.003
AT,6.0,6,AT-6,Pichler,Pichler,24655.0,0.0028
AT,7.0,7,AT-7,Steiner,Steiner,24297.0,0.0027
AT,8.0,8,AT-8,Moser,Moser,23948.0,0.0027
AT,9.0,9,AT-9,Mayer,Mayer,23760.0,0.0027
AT,10.0,10,AT-10,Hofer,Hofer,22201.0,0.0025
AT,11.0,11,AT-11,Leitner,Leitner,21754.0,0.0024
AT,12.0,12,AT-12,Berger,Berger,21342.0,0.0024
AT,13.0,13,AT-13,Fuchs,Fuchs,20151.0,0.0023
AT,14.0,14,AT-14,Eder,Eder,19201.0,0.0021
AT,15.0,15,AT-15,Fischer,Fischer,19174.0,0.0021
AT,16.0,16,AT-16,Schmid,Schmid,18941.0,0.0021
AT,17.0,17,AT-17,Winkler,Winkler,18046.0,0.002
AT,18.0,18,AT-18,Weber,Weber,17867.0,0.002
AT,19.0,19,AT-19,Schwarz,Schwarz,17562.0,0.002
AT,20.0,20,AT-20,Maier,Maier,17428.0,0.0019
AT,21.0,21,AT-21,Schneider,Schneider,17150.0,0.0019
AT,22.0,22,AT-22,Reiter,Reiter,16031.0,0.0018
AT,23.0,23,AT-23,Mayr,Mayr,15681.0,0.0018
AT,24.0,24,AT-24,Schmidt,Schmidt,15583.0,0.0017
AT,25.0,25,AT-25,Wimmer,Wimmer,14580.0,0.0016
AT,26.0,26,AT-26,Egger,Egger,14419.0,0.0016
AT,27.0,27,AT-27,Brunner,Brunner,14347.0,0.0016
AT,28.0,28,AT-28,Lang,Lang,14320.0,0.0016
AT,29.0,29,AT-29,Baumgartner,Baumgartner,14204.0,0.0016
AT,30.0,30,AT-30,Auer,Auer,13926.0,0.0016
AT,31.0,31,AT-31,Binder,Binder,13057.0,0.0015
AT,32.0,32,AT-32,Lechner,Lechner,12851.0,0.0014
AT,33.0,33,AT-33,Wolf,Wolf,12493.0,0.0014
AT,34.0,34,AT-34,Wallner,Wallner,12484.0,0.0014
AT,35.0,35,AT-35,Aigner,Aigner,12413.0,0.0014
AT,36.0,36,AT-36,Ebner,Ebner,12018.0,0.0013
AT,37.0,37,AT-37,Koller,Koller,11651.0,0.0013
AT,38.0,38,AT-38,Lehner,Lehner,11356.0,0.0013
AT,39.0,39,AT-39,Haas,Haas,11293.0,0.0013
AT,40.0,40,AT-40,Schuster,Schuster,10460.0,0.0012
AT,41.0,41,AT-41,Heilig,Heilig,10397.0,0.0012
BY,1.0,1,BY-1,Иванов,Ivanoŭ,7000.0,
BY,1.0,1,BY-1,Іваноў,,7000.0,
BY,2.0,2,BY-2,Козлов,Kazloŭ,4700.0,
BY,2.0,2,BY-2,Казлоў,,4700.0,
BY,3.0,3,BY-3,Ковалёв,Kavalioŭ,4300.0,
BY,3.0,3,BY-3,Кавалёў,,4300.0,
BY,4.0,4,BY-4,Козловский,Kazloŭski,3900.0,
BY,4.0,4,BY-4,Казлоўскі,,3900.0,
BY,5.0,5,BY-5,Новик,Novik,3300.0,
BY,5.0,5,BY-5,Новік,,3300.0,
BE,1.0,1,BE-1,Peeters,Peeters,31079.0,
BE,2.0,2,BE-2,Janssens,Janssens,28532.0,
BE,3.0,3,BE-3,Maes,Maes,24594.0,
BE,4.0,4,BE-4,Jacobs,Jacobs,19077.0,
BE,5.0,5,BE-5,Mertens,Mertens,17906.0,
BE,6.0,6,BE-6,Willems,Willems,17747.0,
BE,7.0,7,BE-7,Claes,Claes,15798.0,
BE,8.0,8,BE-8,Goossens,Goossens,15269.0,
BE,9.0,9,BE-9,Wouters,Wouters,14999.0,
BE,10.0,10,BE-10,De Smet,De Smet,13484.0,
BE,13.0,11,BE-11,Dubois,Dubois,12387.0,
BE,17.0,12,BE-12,Lambert,Lambert,11232.0,
BE,21.0,13,BE-13,Dupont,Dupont,9795.0,
BE,31.0,14,BE-14,Martin,Martin,8677.0,
BE,36.0,15,BE-15,Diallo,Diallo,8159.0,
BE,37.0,16,BE-16,Simon,Simon,7533.0,
BE,40.0,17,BE-17,Dumont,Dumont,7389.0,
BE,45.0,18,BE-18,Leclercq,Leclercq,7117.0,
BE,47.0,19,BE-19,Laurent,Laurent,6785.0,
BE,50.0,20,BE-20,Denis,Denis,6636.0,
BE,59.0,21,BE-21,Lejeune,Lejeune,6246.0,
BE,119.0,22,BE-22,Bah,Bah,4516.0,
BE,234.0,23,BE-23,Barry,Barry,3332.0,
BE,318.0,24,BE-24,Nguyen,Nguyen,2736.0,
BE,451.0,25,BE-25,Sow,Sow,2132.0,
BE,956.0,26,BE-26,Benali,Benali,1267.0,
BA,,1,BA-1,Hodžić,Hodžić,,
BA,,2,BA-2,Hadžić,Hadžić,,
BA,,3,BA-3,Čengić,Čengić,,
BA,,4,BA-4,Delić,Delić,,
BA,,5,BA-5,Demirović,Demirović,,
BA,,6,BA-6,Kovačević,Kovačević,,
BA,,7,BA-7,Tahirović,Tahirović,,
BA,,8,BA-8,Ferhatović,Ferhatović,,
BA,,9,BA-9,Muratović,Muratović,,
BA,,10,BA-10,Ibrahimović,Ibrahimović,,
BA,,11,BA-11,Hasanović,Hasanović,,
BA,,12,BA-12,Mehmedović,Mehmedović,,
BA,,13,BA-13,Salihović,Salihović,,
BA,,14,BA-14,Terzić,Terzić,,
BA,,15,BA-15,Ademović,Ademović,,
BA,,16,BA-16,Adilović,Adilović,,
BA,,17,BA-17,Delemović,Delemović,,
BA,,18,BA-18,Zukić,Zukić,,
BA,,19,BA-19,Krličević,Krličević,,
BA,,20,BA-20,Suljić,Suljić,,
BA,,21,BA-21,Ahmetović,Ahmetović,,
BA,,22,BA-22,Kovačević,Kovačević,,
BA,,23,BA-23,Subotić,Subotić,,
BA,,24,BA-24,Savić,Savić,,
BA,,25,BA-25,Popović,Popović,,
BA,,26,BA-26,Jovanović,Jovanović,,
BA,,27,BA-27,Petrović,Petrović,,
BA,,28,BA-28,Đurić,Đurić,,
BA,,29,BA-29,Babić,Babić,,
